scheme_code,scheme_name,category,status
108889,IDFC Fixed Maturity Plan - Yearly Series 12 - Plan A - Growth,Other,skip
108890,IDFC Fixed Maturity Plan - Yearly Series 12 - Plan B - Growth,Other,skip
108893,IDFC Quarterly Interval Fund - Plan A - Institutional - Growth,Other,skip
108895,IDFC Quarterly Interval Fund  - Plan A - Retail - Growth,Other,skip
108896,IDFC Fixed Maturity Plan - Quarterly Series 29 - Growth,Other,skip
108899,IDFC Fixed Maturity Arbitrage Fund - Series 1 - Plan B - Growth,Arbitrage Fund,skip
108900,IDFC Fixed Maturity Arbitrage Fund - Series 1 - Plan A - Growth,Arbitrage Fund,skip
108903,IDFC Fixed Maturity Plan - Eighteen Months Series 1 - Plan A - Growth,Other,skip
108904,IDFC Fixed Maturity Plan - Eighteen Months Series 1 - Plan B - Growth,Other,skip
108909,Bandhan Value Fund - Regular Plan - Growth,Other,ok
108911,IDFC Fixed Maturity Plan - Quarterly Series 27 - Growth,Other,skip
108913,IDFC Fixed Maturity Plan - Quarterly Series 28 - Growth,Other,skip
108915,IDFC Fixed Maturity Plan - Yearly Series 20 - Plan B - Growth,Other,skip
108917,IDFC Fixed Maturity Plan - Yearly Series 20 - Plan A - Growth,Other,skip
108918,IDFC Fixed Maturity Plan - Yearly Series 21 - Plan A - Growth,Other,skip
108919,IDFC Fixed Maturity Plan - Yearly Series 21 - Plan B - Growth,Other,skip
108923,IDFC FMP-QS-34- Plan A - Growth,Other,skip
108925,Z-REDEEMED-SBI DEBT FUND SERIES - 180 DAYS - 8 (30/05/08) - GROWTH,Other,skip
108927,SBI DEBT FUND SERIES-90 DAYS-24 (27/05/2008)-GROWTH,Other,skip
108932,Kotak FMP 15M Series 5 - Retail Growth,Other,ok
108935,Kotak FMP 15M Series 5 - Institutional Growth,Other,ok
108937,Kotak FMP 12M Series 6 - Institutional Growth,Other,skip
108938,Kotak FMP 12M Series 6 - Retail Growth,Other,skip
108940,Tata Fixed Investment Plan - 2 Scheme A Regular Plan Growth,Other,ok
108942,Tata Fixed Investment Plan - 2 Scheme A Institutional Plan Growth,Other,ok
108944,DWS FIXED TERM FUND SERIES 50 PLAN A GROWTH,Other,skip
108946,DWS FIXED TERM FUND SERIES 50 PLAN B GROWTH,Other,skip
108948,ICICI Prudential FMP series 44 - 1 Year Plan C - Retail Growth Option,Other,skip
108951,ICICI Prudential FMP series 44 - 1 Year Plan C - Institutional Growth Option,Other,skip
108953,ICICI Prudential Fixed Maturity Plan - Series 44 - Three Months Plan B - Retail Growth Option,Other,skip
108960,ABN AMRO Overnight Fund-Institutional Plus Plan-Growth Option,Liquid Fund,skip
108961,ABN AMRO Overnight Fund-Institutional Plan-Growth Option,Liquid Fund,skip
108962,ABN AMRO Overnight Fund-Regular Plan-Growth Option,Liquid Fund,skip
108965,IDFC FMP-QS35-A-GROWTH,Other,skip
108968,IDFC FMP-YS22-B-GROWTH,Other,skip
108970,IDFC FMP-YS22-A-GROWTH,Other,skip
108971,ING Fixed Maturity Fund - Series 49 - Retail Plan - Growth Option,Other,skip
108973,ING Fixed Maturity Fund - Series 49 - Institutional Plan - Growth Option,Other,skip
108976,UTI Fixed Term Income Fund May08 Sr IV-Plan 8 (12 Mts)- Growth Option,Other,skip
108977,UTI Fixed Term Income Fund May08 Sr IV-Plan 8 (12 Mts)- Instn. Growth Option,Other,skip
108978,UTI Fixed Term Income Fund May08 Sr IV-Plan 9 (24 Mts)- Growth Option,Other,ok
108980,UTI- Fixed Maturity Plan Half Yearly June 2008 - Growth Option,Other,skip
108981,UTI- Fixed Maturity Plan Half Yearly June 2008 - Instn. Growth Option,Other,skip
108984,SBI DEBT FUND SERIES-90 DAYS-25 (03/06/08) - GROWTH,Other,skip
108986,JM FIXED MATURITY FUND SERIES XI YEARLY PLAN - INSTITUTIONAL GROWTH,Other,skip
108989,JM FIXED MATURITY FUND SERIES XI YEARLY PLAN - GROWTH,Other,skip
108990,Templeton Fixed Horizon Fund - Series VIII - Plan E - Growth,Other,skip
108994,IDFC Equity Savings Fund -B-GROWTH,Equity Savings,ok
108995,BANDHAN Equity Savings Fund - Regular Plan - Growth,Equity Savings,ok
108996,HDFC FMP 90D June 2008 (2) - RETAIL PLAN GROWTH OPTION,Other,skip
108998,HDFC FMP 90D June 2008 (2) - WHOLESALE PLAN GROWTH OPTION,Other,skip
109001,Religare FMP-375 days-Sr-XI - Regular Growth,Other,skip
109003,Religare FMP-375 days-Sr-XI - Institutional Growth,Other,skip
109004,Principal Pnb Fixed Maturity Plan - 91 Days - Series XV - Growth plan,Other,skip
109007,ICICI Prudential Fixed Maturity Plan - Series 44 - One Month Plan A - Retail Growth Option,Other,skip
109008,ICICI Prudential Fixed Maturity Plan - Series 44 - Three Months Plan C - Retail Growth Option,Other,skip
109010,Kotak BSE Sensex ETF,ETF - Equity,ok
109012,ING Fixed Maturity Fund - Series 48 - Retail Plan - Growth Option,Other,skip
109014,ING Fixed Maturity Fund - Series 48 - Institutional Plan - Growth Option,Other,skip
109016,Religare FMP-1M-Sr-IX-Growth,Other,skip
109017,HSBC Fixed Term Series-54-Inst-Growth,Other,skip
109020,HSBC Fixed Term Series-54-Reg-Growth,Other,skip
109023,JM FIXED MATURITY FUND SERIES X QUARTERLY PLAN 2 - GROWTH,Other,skip
109024,JM FIXED MATURITY FUND SERIES X QUARTERLY PLAN 2 - INSTITUTIONAL GROWTH,Other,skip
109025,HDFC FMP 370D JUNE 2008 (1) - WHOLESALE PLAN - GROWTH OPTION,Other,skip
109027,HDFC FMP 370D JUNE 2008 (1) - RETAIL PLAN - GROWTH OPTION,Other,skip
109032,ICICI Prudential FMP series 44 - 15 Mths Plan - Retail Growth Option,Other,skip
109033,ICICI Prudential FMP series 44 - 15 Mths Plan - Institutional Growth Option,Other,skip
109035,DSP BlackRock FMP - 6M - Series 6 - Regular Plan - Growth,Other,skip
109038,DSP BlackRock FMP - 6M - Series 6 - Institutional Plan - Growth,Other,skip
109048,ABN AMRO FIXED TERM PLAN - SERIES 12 -  PLAN B - Regular Plan - Growth Option,Other,skip
109050,ABN AMRO FIXED TERM PLAN - SERIES 12 -  PLAN B - Instl Plan - Growth Option,Other,skip
109051,UTI Fixed Term Income Fund May08 Sr IV-Plan10 (12 Mts)-Growth Option,Other,skip
109053,UTI Fixed Term Income Fund May08 Sr IV-Plan10 (12 Mts)-Instn Growth Option,Other,skip
109057,UTI Fixed Maturity Plan -Quarterly June08 - Growth Option,Other,skip
109059,Sundaram Financial Services Opportunities Fund Regular Plan - Growth,Sectoral - Banking,ok
109061,Sundaram Financial Services Opportunities Fund Institutional Plan - Growth,Sectoral - Banking,ok
109062,ING Fixed Maturity Fund - Series 46 - Institutional Plan - Growth Option,Other,skip
109063,ING Fixed Maturity Fund - Series 46 - Retail Plan - Growth Option,Other,skip
109066,Reliance Fixed Horizon Fund - VIII - Series 7 - Retail Plan-Growth Option,Other,skip
109068,Reliance Fixed Horizon Fund - VIII - Series 7 - Institutional Plan-Growth Option,Other,skip
109071,Escorts Fixed Maturity Plan - Growth Option,Other,ok
109072,Reliance Fixed Horizon Fund - VIII - Series 8 - Institutional Plan-Growth Option,Other,skip
109073,Reliance Fixed Horizon Fund - VIII - Series 8 - Retail Plan-Growth Option,Other,skip
109081,Reliance Fixed Horizon Fund - VIII - Series 6 - Retail Plan-Growth Option,Other,skip
109083,Reliance Fixed Horizon Fund - VIII - Series 6 - Institutional Plan-Growth Option,Other,skip
109086,UTI Fixed Maturity Plan Yearly Series June 2008- Growth Option,Other,ok
109087,UTI Fixed Maturity Plan Yearly Series June 2008 - Instn Growth Option,Other,ok
109089,Birla Fixed Term Plan - Half Yearly Series 4 GROWTH,Other,skip
109090,Birla Fixed Term Plan - Series AW RETAIL GROWTH,Other,skip
109093,Birla Fixed Term Plan - Series AW INSTITUTIONAL GROWTH,Other,skip
109096,Birla Fixed Term Plan - Series AY INSTITUTIONAL GROWTH,Other,skip
109097,Birla Fixed Term Plan - Series AY RETAIL GROWTH,Other,skip
109100,HDFC FMP 90D June 2008 (3) - RETAIL PLAN GROWTH OPTION,Other,skip
109101,HDFC FMP 90D June 2008 (3) - WHOLESALE PLAN GROWTH OPTION,Other,skip
109102,HDFC FMP 370D JUNE 2008 (2) - WHOLESALE PLAN - GROWTH OPTION,Other,skip
109105,HDFC FMP 370D JUNE 2008 (2) - RETAIL PLAN - GROWTH OPTION,Other,skip
109109,Templeton Fixed Horizon Fund - Series VIII - Plan F - Growth,Other,skip
109113,Religare FMP-375 days-Sr-XII - Regular Growth,Other,skip
109114,Religare FMP-375 days-Sr-XII - Institutional Growth,Other,skip
109115,Franklin Templeton Fixed Tenure Fund - Series X - Plan A - Growth,Other,ok
109118,Franklin Templeton Fixed Tenure Fund - Series X - Plan C - Growth,Other,ok
109119,Religare FMP-1M-Sr-X-Growth,Other,skip
109121,UTI-Fixed Maturity Plan Quarterly June08 Sr-2 - Instn. Growth Option,Other,skip
109124,UTI-Fixed Maturity Plan Quarterly June08 Sr-2 - Growth Option,Other,skip
109126,JM FMF Series X - Quarterly Plan 3 Growth,Other,skip
109128,JM FMF Series X - Quarterly Plan 3   Institutional Growth,Other,skip
109129,Sundaram Entertainment Opportunities Fund - Regular Growth,Other,ok
109130,Sundaram Entertainment Opportunities Fund - Inst  Growth,Other,ok
109133,ICICI Prudential Fixed Maturity Plan - Series 44 - One Month Plan B - Retail Growth Option,Other,skip
109135,DSP BlackRock FMP - 3M - Series 10 - Growth,Other,skip
109138,Mirae Asset Global Commodity Stocks - Growth Option,International FOF,ok
109141,Principal Pnb Fixed Maturity Plan - 385 Days - Ser VII -Regular Plan - Growth,Other,skip
109142,Principal Pnb Fixed Maturity Plan - 385 Days - Ser VII - Insti Plan - Growth,Other,skip
109143,Reliance Fixed Horizon Fund - VIII - Series 12 - Retail Plan-Growth Option,Other,skip
109145,Reliance Fixed Horizon Fund - VIII - Series 12 - Institutional Plan-Growth Option,Other,skip
109147,Religare Monthly Interval Fund - Plan A - Growth,Other,skip
109149,Kotak FMP 1M series 1 - Growth,Other,skip
109151,Kotak FMP 3M Series 31 - Growth,Other,skip
109154,ING Fixed Maturity Fund - Series 50 - Institutional Plan - Growth Option,Other,skip
109156,ING Fixed Maturity Fund - Series 50 - Retail Plan - Growth Option,Other,skip
109158,anara Robeco FMP - Series 3 (Quarterly Plan - I) - Retail Plan - Growth Option,Other,skip
109159,anara Robeco FMP - Series 3 (Quarterly Plan - I) - Institutional Plan - Growth Option,Other,skip
109162,IDFC-FMP-QS36-A-GROWTH,Other,skip
109165,ICICI Prudential FMP series 44 - 1 Year Plan D - Retail Growth Option,Other,skip
109166,ICICI Prudential FMP series 44 - 1 Year Plan D - Institutional Growth Option,Other,skip
109167,ABN AMRO Interval Fund Sr 2 - Quarterly Plan M - Growth Option - Automatic Renewal,Other,skip
109171,ABN AMRO Interval Fund Sr 2 - Quarterly Plan M - Growth Option - Automatic Redemption,Other,skip
109174,ICICI Prudential FMP series 44 - 3 Mths Plan D - Retail Growth Option,Other,skip
109175,JPMorgan India Active Bond Fund - Retail Plan - Growth Option,Other,ok
109176,JPMorgan India Active Bond Fund - Institutional Plan - Growth Option,Other,ok
109188,Religare Monthly Interval Fund - Plan B - Growth,Other,skip
109190,LICMF FIXED MATURITY PLAN SERIES 42 - GROWTH OPTION,Other,skip
109197,ING Interval Fund (Annual Interval Fund - A)-Retail Plan-Growth Option,Other,skip
109198,ING Interval Fund (Annual Interval Fund - A)-Institutional Plan-Growth Option,Other,skip
109204,HDFC FMP 90D JULY 2008 (1) - WHOLESALE PLAN GROWTH OPTION,Other,skip
109206,HDFC FMP 90D JULY 2008 (1) - RETAIL PLAN GROWTH OPTION,Other,skip
109208,HDFC FMP 370D JULY 2008 (1) - RETAIL PLAN - GROWTH OPTION,Other,skip
109210,HDFC FMP 370D JULY 2008 (1) - WHOLESALE PLAN - GROWTH OPTION,Other,skip
109213,Aditya Birla Sun Life Short Term Opportunities Fund-Institutional Growth Plan,Short Duration,ok
109215,Templeton Fixed Horizon Fund - Series IX - Plan A - Growth,Other,skip
109218,Religare FMP-375 days-Sr-XIII - Institutional Growth,Other,skip
109219,Religare FMP-375 days-Sr-XIII - Regular Growth,Other,skip
109221,Religare FMP-3M-Sr-XXXII-Growth,Other,skip
109223,ICICI Prudential Fixed Maturity Plan - Series 44 - One Month Plan C - Retail Growth Option,Other,skip
109225,HSBC Fixed Term Series-55-Inst-Growth,Other,skip
109228,HSBC Fixed Term Series-55-Reg-Growth,Other,skip
109230,Tata Fixed Investment Plan - 2 Scheme B Regular Plan Growth,Other,ok
109231,Tata Fixed Investment Plan - 2 Scheme B Institutional Plan Growth,Other,ok
109237,DWS FIXED TERM FUND SERIES 52 Inst Div,Other,skip
109238,DWS FIXED TERM FUND SERIES 52 Gr,Other,skip
109239,DWS FIXED TERM FUND SERIES 52 Inst Gr,Other,skip
109240,DWS FIXED TERM FUND SERIES 52 Reg div,Other,skip
109241,ABN AMRO Interval Fund Sr 2 - Quarterly Plan N - Growth Option - Automatic Renewal,Other,skip
109245,ABN AMRO Interval Fund Sr 2 - Quarterly Plan N - Growth Option - Automatic Redemption,Other,skip
109249,JM FMF Series X - Quarterly Plan 4 - Regular Growth,Other,skip
109251,JM FMF Series X - Quarterly Plan 4 - Institutional Growth,Other,skip
109252,Principal Pnb Fixed Maturity Plan 91 Days - Series XVI - Growth Option,Other,skip
109254,BANK OF INDIA Liquid Fund- Regular Plan- Growth,Sectoral - Banking,ok
109256,BOI AXA Liquid Fund- Institutional Plan-Growth,Liquid Fund,ok
109258,BOI AXA Liquid Fund- Super Institutional Plan-Growth,Liquid Fund,ok
109265,BOI AXA Ultra Short Duration Fund- Institutional Plan- Growth,Short Duration,ok
109269,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,Sectoral - Banking,ok
109271,UTI-FMP Quarterly July08 Series I - Growth Option,Other,skip
109273,UTI-FMP Quarterly July08 Series I - Instn. Growth Option,Other,skip
109275,quant Focused Fund - Growth Option - Regular Plan,Other,ok
109276,Reliance Fixed Horizon Fund - IX - Series 2 - Retail Plan-Growth Option,Other,ok
109278,Reliance Fixed Horizon Fund - IX - Series 2 - Institutional Plan-Growth Option,Other,ok
109284,ING Interval Fund (Quarterly Interval Fund - A)-Retail Plan-Growth Option,Other,skip
109289,ING Interval Fund (Quarterly Interval Fund - A)-Institutional Plan-Growth Option,Other,skip
109290,DSP BlackRock FMP - 12M - Series 1 - Regular Plan - Growth,Other,skip
109292,DSP BlackRock FMP - 12M - Series 1 - Institutional Plan - Growth,Other,skip
109296,DBS Chola Fixed Maturity Plan - Series 9 (13 months plan)-Retail Cumulative,Other,ok
109297,DBS Chola Fixed Maturity Plan - Series 9 (13 months plan)-Institutional-Cumulative,Other,ok
109302,DWS Ultra Short Term Fund - Growth,Short Duration,ok
109304,Templeton Fixed Horizon Fund - Series IX - Plan B - Growth,Other,skip
109307,SBI DEBT FUND SERIES-30D-3-(01/07/08)-GROWTH,Other,skip
109308,Reliance Fixed Horizon Fund - VIII - Series 9 - Retail Plan-Growth Option,Other,skip
109310,Reliance Fixed Horizon Fund - VIII - Series 9 - Institutional Plan-Growth Option,Other,skip
109312,Principal Pnb Fixed Maturity Plan 385 Days - Series VIII - Regular Plan - Growth Option,Other,skip
109314,Principal Pnb Fixed Maturity Plan 385 Days - Series VIII - Institutional Plan - Growth Option,Other,skip
109317,Canara Robeco Fixed Maturity Plan - Series 2 -14 months - Institutional Growth,Other,ok
109319,Canara Robeco Fixed Maturity Plan - Series 2 -14 months - Retail Growth,Other,ok
109320,HSBC Fixed Term Series 59 - Regular - Growth,Other,skip
109321,HSBC Fixed Term Series 59 - Inst. - Growth,Other,skip
109324,HSBC Fixed Term Series 60 - Regular - Growth,Other,skip
109327,HSBC Fixed Term Series 60 - Inst. - Growth,Other,skip
109328,DWS FIXED TERM FUND SERIES 53 Reg GR,Other,skip
109329,DWS FIXED TERM FUND SERIES 53 Reg Div,Other,skip
109330,DWS FIXED TERM FUND SERIES 53 Inst GR,Other,skip
109331,DWS FIXED TERM FUND SERIES 53 Inst Div,Other,skip
109332,Religare FMP-375 days-Sr-XIV - Regular Growth,Other,skip
109335,Religare FMP-375 days-Sr-XIV - Institutional Growth,Other,skip
109337,Kotak FMP 12M Series 7 - Retail Growth,Other,skip
109339,Kotak FMP 12M Series 7 - Institutional Growth,Other,skip
109340,UTI-Short Term FMP Sr-I -1 (90 day) - Instn. Growth Option,Short Duration,skip
109341,UTI-Short Term FMP Sr-I -1 (90 day) -  Growth  Option,Short Duration,skip
109344,ICICI Prudential FMP series 44 - 1 Mths Plan D - Retail Growth Option,Other,skip
109346,Canara Robeco Liquid Fund-Retail-Fortnightly Div Reinvest,Liquid Fund,ok
109353,CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,Liquid Fund,ok
109355,Canara Robeco Liquid Fund-Regular Plan-Fortnightly Div Reinvest.,Liquid Fund,ok
109357,Canara Robeco Liquid Fund-Institutional-Fortnightly Div Reinvest,Liquid Fund,ok
109360,Canara Robeco Ultra Short Term Fund - Retail Plan- Fortnightly Div Reinvest,Short Duration,ok
109367,Canara Robeco Ultra Short Term Fund - Regular Plan- Fortnightly Div Reinvest,Short Duration,skip
109371,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,Short Duration,ok
109374,Canara Robeco FMP - Series 3 (Quarterly Ploan - 2) - Retail Plan - Growth,Other,skip
109376,Canara Robeco FMP - Series 3 (Quarterly Ploan - 2) - Institutional Plan - Growth,Other,skip
109377,DSP BlackRock FMP - 3M - Series 11 - Growth,Other,skip
109380,Religare FMP-3M-Sr-XXXIII-Growth,Other,skip
109382,Birla Sun Life Fixed Term Plan - Series AZ INSTITUTIONAL GROWTH,Other,skip
109384,Birla Sun Life Fixed Term Plan - Series AZ RETAIL GROWTH,Other,skip
109385,UTI Fixed Term Income Fund S-V - P-I (13 Mths) - Growth Option,Other,ok
109388,UTI Fixed Term Income Fund S-V - P-I (13 Mths) - Instn Growth Option	,Other,ok
109389,DWS FIXED TERM FUND SERIES 57 Reg GR,Other,skip
109390,DWS FIXED TERM FUND SERIES 57 Reg Div,Other,skip
109391,DWS FIXED TERM FUND SERIES 57 Inst GR,Other,skip
109392,DWS FIXED TERM FUND SERIES 57 Inst Div,Other,skip
109393,JM Fixed Maturity Fund - Series XI - 13 Months plan 2 (JM FMF - XI - 13M2) - Regular plan - Growth option,Other,ok
109394,JM Fixed Maturity Fund - Series XI - 13 Months plan 2 (JM FMF - XI - 13M2) - Institutional plan - Growth option,Other,ok
109397,JM Fixed Maturity Fund - Series XII - Monthly plan 1 (JM FMF - XII - M1) - Regular plan - Growth option,Other,skip
109400,JM Fixed Maturity Fund - Series XII - Monthly plan 1 (JM FMF - XII - M1) - Institutional plan - Growth option,Other,skip
109401,SCFMP-YS23-A-GROWTH,Other,skip
109403,SCFMP-YS23-B-GROWTH,Other,skip
109406,SCFMP-QS31-A-GROWTH,Other,skip
109407,HDFC FMP 90D JULY 2008 (2) - WHOLESALE PLAN GROWTH OPTION,Other,skip
109408,HDFC FMP 90D JULY 2008 (2) - RETAIL PLAN GROWTH OPTION,Other,skip
109411,HDFC FMP 370D JULY 2008 (2) - WHOLESALE PLAN - GROWTH OPTION,Other,skip
109416,HDFC FMP 370D JULY 2008 (2) - RETAIL PLAN - GROWTH OPTION,Other,skip
109418,UTI-Short Term FMP Series-I-II Growth Option,Short Duration,skip
109419,UTI-Short Term FMP Series-I-II Institutional Growth Option,Short Duration,skip
109420,UTI-Short Term FMP Series-I-II Institutional Dvd Option,Short Duration,skip
109421,Reliance Fixed Horizon Fund - IX - Series 10 - Retail Plan-Growth Option,Other,ok
109423,Reliance Fixed Horizon Fund - IX - Series 10 - Institutional Plan-Growth Option,Other,ok
109426,Templeton Fixed Horizon Fund - Series IX - Plan C - Growth,Other,skip
109428,Kotak FMP 1M Series 2 - Growth,Other,skip
109429,Religare FMP-3M-Sr-XXXIV-Growth,Other,skip
109431,JM Fixed Maturity Fund - Series X - Quarterly plan 5 (JM FMF - X - Q5) - Regular plan - Growth option,Other,skip
109433,JM Fixed Maturity Fund - Series X - Quarterly plan 5 (JM FMF - X - Q5) - Institutional plan - Growth option,Other,skip
109440,Religare FMP-3M-Sr-XXXV-Growth,Other,skip
109441,Canara Robeco FMP - Series 3 (Quarterly Plan - 3) - Institutional Plan - Growth,Other,skip
109443,Canara Robeco FMP - Series 3 (Quarterly Plan - 3) - Retail Plan - Growth,Other,skip
109445,ICICI Prudential Banking and Financial Services Fund -  Growth,Sectoral - Banking,ok
109448,ICICI Prudential Fixed Maturity Plan - Series 46 - One Year Plan A - Retail Growth,Other,skip
109450,ICICI Prudential Fixed Maturity Plan - Series 46 - One Year Plan A - Institutional Growth,Other,skip
109452,ICICI Prudential Fixed Maturity Plan - Series 44 - Three Month Plan E - Retail Growth,Other,skip
109455,Kotak FMP 3M Series 32 - Growth,Other,skip
109458,ING Interval Fund (Annual Interval Fund - B)-Institutional Plan-Growth Option,Other,skip
109460,ING Interval Fund (Annual Interval Fund - B)-Retail Plan-Growth Option,Other,ok
